Name,Latitude,Longitude,Type,Maps_Link,Rainfall,Rainfall_Intensity,Elevation,Distance_to_Water_Body,Flood_Prone
GLOBAL HOSPITAL & RESEARCH,18.5012869,73.8410045,hospital,https://www.openstreetmap.org/?mlat=18.5012869&mlon=73.8410045#map=18/18.5012869/73.8410045,1,168.23109502146934,537.4056427513923,4.082242354645277,0
RANKA HOSPITAL,18.4949578,73.8619001,hospital,https://www.openstreetmap.org/?mlat=18.4949578&mlon=73.8619001#map=18/18.4949578/73.8619001,1,32.55502926171596,721.333128192405,6.862343780176867,0
Joshi Hospital,18.5179034,73.8422853,hospital,https://www.openstreetmap.org/?mlat=18.5179034&mlon=73.8422853#map=18/18.5179034/73.8422853,0,267.9272401817808,741.1508059874112,3.210554290732227,0
Prayag Hospital,18.5174841,73.842789,hospital,https://www.openstreetmap.org/?mlat=18.5174841&mlon=73.842789#map=18/18.5174841/73.842789,0,6.9278454525318,847.3524468634473,3.6406919138947713,0
PUNE ADVENTIST HOSPITAL,18.491946,73.8709604,hospital,https://www.openstreetmap.org/?mlat=18.491946&mlon=73.8709604#map=18/18.491946/73.8709604,1,107.42997621189365,507.43502349006445,2.0627983591129926,0
HARIJIVAN HOSPITAL,18.5001316,73.8543108,hospital,https://www.openstreetmap.org/?mlat=18.5001316&mlon=73.8543108#map=18/18.5001316/73.8543108,1,155.0833614472291,560.293571149989,3.0605168610511946,0
Shashwat Hospital,18.4944973,73.8135873,hospital,https://www.openstreetmap.org/?mlat=18.4944973&mlon=73.8135873#map=18/18.4944973/73.8135873,1,191.96747558407145,576.7624523778193,5.908669161262617,0
Chavan Hospital,18.459162,73.8254504,hospital,https://www.openstreetmap.org/?mlat=18.459162&mlon=73.8254504#map=18/18.459162/73.8254504,1,25.70624176379379,749.7087135312172,9.022431350882844,0
Care Hospital,18.4645854,73.8906932,hospital,https://www.openstreetmap.org/?mlat=18.4645854&mlon=73.8906932#map=18/18.4645854/73.8906932,1,189.8013827563345,567.6448686600788,6.5217038412328465,0
Unknown,18.5498595,73.8720836,hospital,https://www.openstreetmap.org/?mlat=18.5498595&mlon=73.8720836#map=18/18.5498595/73.8720836,0,240.4966843374331,851.4995418404269,1.8875682174437747,0
test hospital,18.5255793,73.8539506,hospital,https://www.openstreetmap.org/?mlat=18.5255793&mlon=73.8539506#map=18/18.5255793/73.8539506,0,15.46919692145876,629.0642783781691,6.967718798821273,0
patil hospital,18.4475111,73.8488292,hospital,https://www.openstreetmap.org/?mlat=18.4475111&mlon=73.8488292#map=18/18.4475111/73.8488292,1,186.03486210464087,853.4785062872079,9.763790975275612,0
Dr. Rajendra Mehata Hospital,18.5376938,73.8515302,hospital,https://www.openstreetmap.org/?mlat=18.5376938&mlon=73.8515302#map=18/18.5376938/73.8515302,0,167.92275967805313,650.7745098808823,2.8462563520634787,1
Vighanaharata Hospital,18.4692892,73.8642415,hospital,https://www.openstreetmap.org/?mlat=18.4692892&mlon=73.8642415#map=18/18.4692892/73.8642415,1,15.588333295401412,889.1560102800106,9.71771672185599,0
Pulse Multispeciality Hospital,18.4595051,73.8233094,hospital,https://www.openstreetmap.org/?mlat=18.4595051&mlon=73.8233094#map=18/18.4595051/73.8233094,1,262.61203142435903,793.10601902525,5.516495309273558,0
Dr. Chavan Clinic,18.5062105,73.8169503,clinic,https://www.openstreetmap.org/?mlat=18.5062105&mlon=73.8169503#map=18/18.5062105/73.8169503,1,240.06755674631026,534.6867465646031,9.511921740563391,0
Unknown,18.4752986,73.8228355,clinic,https://www.openstreetmap.org/?mlat=18.4752986&mlon=73.8228355#map=18/18.4752986/73.8228355,1,66.3535376795712,776.7169131096298,7.213448114515121,0
Define Aesthetics,18.5319944,73.830273,clinic,https://www.openstreetmap.org/?mlat=18.5319944&mlon=73.830273#map=18/18.5319944/73.830273,0,205.46982111955407,628.3352115204625,9.668793611492895,0
Yash Eye Clinic and Laser Centre,18.4975327,73.8122449,clinic,https://www.openstreetmap.org/?mlat=18.4975327&mlon=73.8122449#map=18/18.4975327/73.8122449,1,276.91505907146524,833.4787281756203,3.632723193965135,0
Unknown,18.5130522,73.8539021,clinic,https://www.openstreetmap.org/?mlat=18.5130522&mlon=73.8539021#map=18/18.5130522/73.8539021,0,154.1295070416916,758.0965660297003,7.990173273316624,0
Vishvand Ayurvedic Clinic,18.4904025,73.8248393,clinic,https://www.openstreetmap.org/?mlat=18.4904025&mlon=73.8248393#map=18/18.4904025/73.8248393,1,239.17105747336842,794.1086201819472,4.684160817455286,0
Neo Artery and Vein Clinic,18.5180037,73.8360362,clinic,https://www.openstreetmap.org/?mlat=18.5180037&mlon=73.8360362#map=18/18.5180037/73.8360362,0,154.2227598587535,592.6538675594485,2.0448884015369995,1
Dr. Batra's Homeopathy Clinic,18.5025575,73.8169547,clinic,https://www.openstreetmap.org/?mlat=18.5025575&mlon=73.8169547#map=18/18.5025575/73.8169547,1,6.522283041618637,590.2047719134036,4.081533521539463,0
Shubhamkar Hand Clinic,18.5025462,73.8168342,clinic,https://www.openstreetmap.org/?mlat=18.5025462&mlon=73.8168342#map=18/18.5025462/73.8168342,1,238.18238023713803,838.1037173003101,9.52443540341654,0
N. Madhav Ayurvedic,18.4910572,73.8224069,clinic,https://www.openstreetmap.org/?mlat=18.4910572&mlon=73.8224069#map=18/18.4910572/73.8224069,1,265.78039968578076,596.1075153035882,3.827459932739783,0
Dwarika Multi-specialty Clinic,18.4600658,73.8261415,clinic,https://www.openstreetmap.org/?mlat=18.4600658&mlon=73.8261415#map=18/18.4600658/73.8261415,1,276.4645383407067,526.5214929224234,5.963814259808431,0
Unknown,18.5174323,73.8430746,clinic,https://www.openstreetmap.org/?mlat=18.5174323&mlon=73.8430746#map=18/18.5174323/73.8430746,0,128.78872920773995,605.5906021248481,4.316393811738958,0
"Kamal Nursing Home, Pune",18.4892153,73.8621201,clinic,https://www.openstreetmap.org/?mlat=18.4892153&mlon=73.8621201#map=18/18.4892153/73.8621201,1,47.81920483358088,610.6553340584246,3.0262407174435078,0
Wadekar Nursing Home,18.4729307,73.8193627,clinic,https://www.openstreetmap.org/?mlat=18.4729307&mlon=73.8193627#map=18/18.4729307/73.8193627,1,170.15837224161905,691.0739780088531,9.350242592733442,0
Bhagali Clinic and Nursing Home,18.4746632,73.8580583,clinic,https://www.openstreetmap.org/?mlat=18.4746632&mlon=73.8580583#map=18/18.4746632/73.8580583,1,64.58893329347893,763.9851990886839,5.40193065791987,0
"Aditya Eye Clinic, Pune",18.5160339,73.8792372,clinic,https://www.openstreetmap.org/?mlat=18.5160339&mlon=73.8792372#map=18/18.5160339/73.8792372,0,128.5066755308446,547.1996877827294,2.5315157733629845,0
"CGHS Polyclinic, Mukund Nagar",18.4945971,73.8599226,clinic,https://www.openstreetmap.org/?mlat=18.4945971&mlon=73.8599226#map=18/18.4945971/73.8599226,1,81.19922058450187,657.760062900625,4.148136172656736,0
CGHS Dispensary No.4,18.5189181,73.8599682,clinic,https://www.openstreetmap.org/?mlat=18.5189181&mlon=73.8599682#map=18/18.5189181/73.8599682,0,196.55840644669743,712.4274272747889,5.183401457011306,0
Dental Clinic,18.492082,73.8211372,clinic,https://www.openstreetmap.org/?mlat=18.492082&mlon=73.8211372#map=18/18.492082/73.8211372,1,66.2018462875627,573.3172406642256,5.484269774617792,0
Dr. Kashyap Nursing Home,18.4705601,73.8643355,clinic,https://www.openstreetmap.org/?mlat=18.4705601&mlon=73.8643355#map=18/18.4705601/73.8643355,1,165.02439574116872,566.0752208722045,7.401784417618984,0
Dr. Tekawade Eye Clinic,18.4953513,73.8583679,clinic,https://www.openstreetmap.org/?mlat=18.4953513&mlon=73.8583679#map=18/18.4953513/73.8583679,1,146.77670642013652,713.4808228388275,4.46449988107007,0
Patankar Nursing Home,18.5003686,73.8542886,clinic,https://www.openstreetmap.org/?mlat=18.5003686&mlon=73.8542886#map=18/18.5003686/73.8542886,1,9.980811446926186,775.8647413766753,5.871997649461075,0
Yeshwant Eye Clinic and Hospital,18.4970609,73.8537818,clinic,https://www.openstreetmap.org/?mlat=18.4970609&mlon=73.8537818#map=18/18.4970609/73.8537818,1,184.55450487770304,549.9607263446758,2.9641581686822507,1
Shaishav Clinic,18.5138215,73.8477098,clinic,https://www.openstreetmap.org/?mlat=18.5138215&mlon=73.8477098#map=18/18.5138215/73.8477098,0,23.930935348104963,549.1017265697054,2.623438709582666,0
Nayan Tara Eye Clinic,18.5010261,73.8251773,clinic,https://www.openstreetmap.org/?mlat=18.5010261&mlon=73.8251773#map=18/18.5010261/73.8251773,1,146.26463167315063,779.5685666766874,0.08742093589638955,0
Sunny Nursing Home,18.5121794,73.8102467,clinic,https://www.openstreetmap.org/?mlat=18.5121794&mlon=73.8102467#map=18/18.5121794/73.8102467,0,47.958016724151165,598.4982936492271,2.6018700572746942,0
Jeevan Sadhana Clinic - Pune,18.5052192,73.8240199,clinic,https://www.openstreetmap.org/?mlat=18.5052192&mlon=73.8240199#map=18/18.5052192/73.8240199,1,250.542216800795,705.5572010151411,0.09173170904388628,0
Ameya Clinic,18.5037236,73.829328,clinic,https://www.openstreetmap.org/?mlat=18.5037236&mlon=73.829328#map=18/18.5037236/73.829328,1,44.94233649271062,720.1180957031153,1.1760858343186276,0
Dr. Gogate's Eye Clinic,18.5327481,73.8743435,clinic,https://www.openstreetmap.org/?mlat=18.5327481&mlon=73.8743435#map=18/18.5327481/73.8743435,0,231.56738771152445,528.3336390119548,0.45284695906868566,1
Nayanjyot Eye Clinic and Laser Centre(NEO EYE CLINIC),18.5179948,73.8353509,clinic,https://www.openstreetmap.org/?mlat=18.5179948&mlon=73.8353509#map=18/18.5179948/73.8353509,0,263.1769040187678,683.8202619519187,8.468245393106224,0
Sharda Clinic,18.5012309,73.8663384,clinic,https://www.openstreetmap.org/?mlat=18.5012309&mlon=73.8663384#map=18/18.5012309/73.8663384,1,29.45289530119991,896.3601468941965,1.9519611699444805,0
Suryaprabha Nursing Home,18.5073684,73.8083558,clinic,https://www.openstreetmap.org/?mlat=18.5073684&mlon=73.8083558#map=18/18.5073684/73.8083558,1,120.55811771710863,640.3528510339995,5.863771730826316,0
Namrata Clinic,18.5142815,73.8689294,clinic,https://www.openstreetmap.org/?mlat=18.5142815&mlon=73.8689294#map=18/18.5142815/73.8689294,0,163.5792550310036,770.4230165151157,9.858191391758417,0
Pabalkar Nursing Home,18.5059721,73.8564974,clinic,https://www.openstreetmap.org/?mlat=18.5059721&mlon=73.8564974#map=18/18.5059721/73.8564974,1,85.67451886888804,747.532898962847,8.509597674727654,0
Usha Nursing Home,18.5074956,73.8788523,clinic,https://www.openstreetmap.org/?mlat=18.5074956&mlon=73.8788523#map=18/18.5074956/73.8788523,1,44.85303598689481,503.29049859676644,2.5998943848377998,0
Marathe Nursing Home,18.5047181,73.8203453,clinic,https://www.openstreetmap.org/?mlat=18.5047181&mlon=73.8203453#map=18/18.5047181/73.8203453,1,153.69562321127322,898.9211836726765,1.9680101249699,0
Neo Clinic,18.5240377,73.8414207,clinic,https://www.openstreetmap.org/?mlat=18.5240377&mlon=73.8414207#map=18/18.5240377/73.8414207,0,18.873125947189383,728.6108465165121,2.066140514513375,0
S P Deshpande Eye Clinic,18.5157802,73.8471479,clinic,https://www.openstreetmap.org/?mlat=18.5157802&mlon=73.8471479#map=18/18.5157802/73.8471479,0,96.91886644383851,752.8626093327559,9.486761191960811,0
Dr Meenu Agarwal Clinic,18.5139534,73.8781965,clinic,https://www.openstreetmap.org/?mlat=18.5139534&mlon=73.8781965#map=18/18.5139534/73.8781965,0,33.42499697795493,712.1050016806579,7.001480998472046,0
Sai Seva Hospital,18.5067097,73.8798045,clinic,https://www.openstreetmap.org/?mlat=18.5067097&mlon=73.8798045#map=18/18.5067097/73.8798045,1,180.05373069842707,822.7253327405996,4.0179629961826215,0
"Indira Nursing Home, Pune",18.4998338,73.8134164,clinic,https://www.openstreetmap.org/?mlat=18.4998338&mlon=73.8134164#map=18/18.4998338/73.8134164,1,263.15808075219456,608.4976611788964,8.189235363956422,0
Wagh Eye Clinic,18.5252979,73.8437355,clinic,https://www.openstreetmap.org/?mlat=18.5252979&mlon=73.8437355#map=18/18.5252979/73.8437355,0,129.75577311411837,700.7173615056182,2.3518582177789127,0
Bhide Clinic,18.5208179,73.8458765,clinic,https://www.openstreetmap.org/?mlat=18.5208179&mlon=73.8458765#map=18/18.5208179/73.8458765,0,48.01970125019698,540.8640585428273,9.071348816613673,0
Prabhudesai Eye Clinic,18.5009346,73.8202762,clinic,https://www.openstreetmap.org/?mlat=18.5009346&mlon=73.8202762#map=18/18.5009346/73.8202762,1,126.85996422397177,868.7976635273378,0.9096967673540435,0
Dr. Balani's Speciality Dental Clinic,18.525598,73.8763618,clinic,https://www.openstreetmap.org/?mlat=18.525598&mlon=73.8763618#map=18/18.525598/73.8763618,0,29.267835638869023,719.9943610089631,9.953409042743072,0
Yashraj Nursing Home,18.4481018,73.870931,clinic,https://www.openstreetmap.org/?mlat=18.4481018&mlon=73.870931#map=18/18.4481018/73.870931,1,160.45541985549323,654.8912654739382,3.17601662560985,0
Rao Nursing Home,18.4846599,73.8586137,clinic,https://www.openstreetmap.org/?mlat=18.4846599&mlon=73.8586137#map=18/18.4846599/73.8586137,1,290.8177966862558,711.247264934384,1.1225036889971207,0
Biniwale Clinic,18.5183573,73.8344885,clinic,https://www.openstreetmap.org/?mlat=18.5183573&mlon=73.8344885#map=18/18.5183573/73.8344885,0,133.14362514687608,623.3529140146998,9.953560845541833,0
Apte Eye Clinic and Laser Center,18.504769,73.8251156,clinic,https://www.openstreetmap.org/?mlat=18.504769&mlon=73.8251156#map=18/18.504769/73.8251156,1,93.57652300907537,604.9391079193387,5.274851645484323,0
Walimbe Eye Clinic,18.4856367,73.8511303,clinic,https://www.openstreetmap.org/?mlat=18.4856367&mlon=73.8511303#map=18/18.4856367/73.8511303,1,140.10404353148746,563.2548249750846,3.9532405546852214,0
Kanitkar Urology Clinic,18.5283179,73.8383925,clinic,https://www.openstreetmap.org/?mlat=18.5283179&mlon=73.8383925#map=18/18.5283179/73.8383925,0,149.37943451885351,591.28353091807,8.977216358590216,0
Asha Polyclinic,18.5014344,73.8149942,clinic,https://www.openstreetmap.org/?mlat=18.5014344&mlon=73.8149942#map=18/18.5014344/73.8149942,1,238.0300145656368,601.7023424523526,0.696049275090298,1
"Sayali Nursing Home, Pune",18.488122,73.8190008,clinic,https://www.openstreetmap.org/?mlat=18.488122&mlon=73.8190008#map=18/18.488122/73.8190008,1,121.66096863270973,523.4497890726743,9.963288834752074,0
Pandit Clinic,18.5232989,73.8496108,clinic,https://www.openstreetmap.org/?mlat=18.5232989&mlon=73.8496108#map=18/18.5232989/73.8496108,0,246.11046839952354,576.5297044673642,5.268279823610005,0
Swayam Clinic Pvt. Ltd.,18.5076152,73.8760802,clinic,https://www.openstreetmap.org/?mlat=18.5076152&mlon=73.8760802#map=18/18.5076152/73.8760802,1,220.47180165706922,561.4930423192714,4.909755315088127,0
Dr. A Raina's Clinic,18.449371,73.87587,clinic,https://www.openstreetmap.org/?mlat=18.449371&mlon=73.87587#map=18/18.449371/73.87587,1,245.9102780135376,786.8854890511655,2.3964235658478774,0
Ruby Hall Clinic,18.5334836,73.8769949,clinic,https://www.openstreetmap.org/?mlat=18.5334836&mlon=73.8769949#map=18/18.5334836/73.8769949,0,217.7814933851081,576.8347263873613,8.373130397041415,0
Mangal Clinic,18.4827972,73.8084321,clinic,https://www.openstreetmap.org/?mlat=18.4827972&mlon=73.8084321#map=18/18.4827972/73.8084321,1,208.18031068250872,642.7031977681261,7.899138432442548,0
Prarthna Clinic,18.481753,73.899019,clinic,https://www.openstreetmap.org/?mlat=18.481753&mlon=73.899019#map=18/18.481753/73.899019,1,94.30634728461081,550.0620300196595,3.1815189572905034,0
The Good Health Family Clinic,18.4756412,73.8930217,clinic,https://www.openstreetmap.org/?mlat=18.4756412&mlon=73.8930217#map=18/18.4756412/73.8930217,1,58.410683514968554,515.9323939762771,4.853768588021933,0
Manish Clinic,18.5195705,73.8574069,clinic,https://www.openstreetmap.org/?mlat=18.5195705&mlon=73.8574069#map=18/18.5195705/73.8574069,0,139.67104082069386,711.1295958011815,3.581399413671277,0
Sana Hospital,18.4730894,73.8914046,clinic,https://www.openstreetmap.org/?mlat=18.4730894&mlon=73.8914046#map=18/18.4730894/73.8914046,1,163.3567774795583,725.0921183029673,8.2791768812759,0
Pratham Clinic,18.5131462,73.8489965,clinic,https://www.openstreetmap.org/?mlat=18.5131462&mlon=73.8489965#map=18/18.5131462/73.8489965,0,90.4479031135856,867.8277888033097,3.8010752614501664,0
Lavate Clinic,18.5203001,73.8416972,clinic,https://www.openstreetmap.org/?mlat=18.5203001&mlon=73.8416972#map=18/18.5203001/73.8416972,0,156.74891881569684,778.1547934342387,0.8983126697996124,0
Dhaumya Clinic,18.502148,73.840414,clinic,https://www.openstreetmap.org/?mlat=18.502148&mlon=73.840414#map=18/18.502148/73.840414,1,202.89028336939754,599.6481164733651,9.607181165968347,0
Dr. Saha Clinic,18.5177669,73.859913,clinic,https://www.openstreetmap.org/?mlat=18.5177669&mlon=73.859913#map=18/18.5177669/73.859913,0,96.39093528058389,834.9988276009134,5.540664335391744,0
Niramay Clinic,18.5238058,73.8631174,clinic,https://www.openstreetmap.org/?mlat=18.5238058&mlon=73.8631174#map=18/18.5238058/73.8631174,0,282.67308395903757,665.079475656114,5.439945183849977,0
Mansi Clinic,18.50356,73.838753,clinic,https://www.openstreetmap.org/?mlat=18.50356&mlon=73.838753#map=18/18.50356/73.838753,1,201.74453456773378,530.3272274113201,0.3682565098253854,1
Shree Datta Clinic,18.5047686,73.8428903,clinic,https://www.openstreetmap.org/?mlat=18.5047686&mlon=73.8428903#map=18/18.5047686/73.8428903,1,56.96731036223465,749.2077804356148,3.2419668028198068,0
Dr. Otiv Clinic,18.51988,73.872171,clinic,https://www.openstreetmap.org/?mlat=18.51988&mlon=73.872171#map=18/18.51988/73.872171,0,92.02225920144808,779.9908440767679,2.1470149590111887,0
Shri Dattakrupa Clinic,18.5262863,73.8550284,clinic,https://www.openstreetmap.org/?mlat=18.5262863&mlon=73.8550284#map=18/18.5262863/73.8550284,0,197.82872885085288,657.9722202984169,7.045452416743095,0
Shree Ganga Clinic,18.5155226,73.8653981,clinic,https://www.openstreetmap.org/?mlat=18.5155226&mlon=73.8653981#map=18/18.5155226/73.8653981,0,137.1637452909302,724.188303489103,1.4498389387117971,0
Vivekanand Homeopathic Clinic,18.4570306,73.8501126,clinic,https://www.openstreetmap.org/?mlat=18.4570306&mlon=73.8501126#map=18/18.4570306/73.8501126,1,83.48161862585735,885.2409183317616,4.99481944930996,0
Asava Clinic,18.516103,73.8498982,clinic,https://www.openstreetmap.org/?mlat=18.516103&mlon=73.8498982#map=18/18.516103/73.8498982,0,174.29926476163692,641.2589339516082,3.742153813050649,0
Sammohini Clinic,18.508126,73.843714,clinic,https://www.openstreetmap.org/?mlat=18.508126&mlon=73.843714#map=18/18.508126/73.843714,1,222.58730366641484,861.540528438697,7.178405476859186,0
Apte Clinic,18.4993672,73.8306701,clinic,https://www.openstreetmap.org/?mlat=18.4993672&mlon=73.8306701#map=18/18.4993672/73.8306701,1,116.55218771577978,796.5815941062268,6.942412851204124,0
Apollo Clinic,18.5295508,73.8343444,clinic,https://www.openstreetmap.org/?mlat=18.5295508&mlon=73.8343444#map=18/18.5295508/73.8343444,0,45.6176431695974,596.8594519263859,0.13684741689341862,0
Dr. Khabia Clinic,18.4554534,73.8712939,clinic,https://www.openstreetmap.org/?mlat=18.4554534&mlon=73.8712939#map=18/18.4554534/73.8712939,1,292.4483082233945,775.9721415745969,6.793631553361347,0
Lupus Clinic,18.503465,73.856543,clinic,https://www.openstreetmap.org/?mlat=18.503465&mlon=73.856543#map=18/18.503465/73.856543,1,255.8134864116156,527.3069658840338,7.581787459806359,0
Panse Eye Care - Health Clinic,18.4458849,73.8593774,clinic,https://www.openstreetmap.org/?mlat=18.4458849&mlon=73.8593774#map=18/18.4458849/73.8593774,1,260.4057474665352,557.4722196637324,9.098768650276503,0
Express Clinics Pvt Ltd,18.4916654,73.8562042,clinic,https://www.openstreetmap.org/?mlat=18.4916654&mlon=73.8562042#map=18/18.4916654/73.8562042,1,184.8002820733255,856.5228391890635,9.375773476814862,0
Holistic Clinic,18.5149363,73.8176218,clinic,https://www.openstreetmap.org/?mlat=18.5149363&mlon=73.8176218#map=18/18.5149363/73.8176218,0,160.07242861790735,541.0702118043031,4.345943491844558,0
Apka Clinic,18.5192138,73.8430146,clinic,https://www.openstreetmap.org/?mlat=18.5192138&mlon=73.8430146#map=18/18.5192138/73.8430146,0,167.733378700081,513.0804492447661,7.697628777319208,0
Paras Clinic,18.5214643,73.8625837,clinic,https://www.openstreetmap.org/?mlat=18.5214643&mlon=73.8625837#map=18/18.5214643/73.8625837,0,290.49466450544077,775.6555746267693,6.961461046415519,0
Shree Clinic,18.5263592,73.8430033,clinic,https://www.openstreetmap.org/?mlat=18.5263592&mlon=73.8430033#map=18/18.5263592/73.8430033,0,139.21515734048586,572.6657800453272,0.14245353073798261,0
Milenkari Clinic,18.521921,73.859575,clinic,https://www.openstreetmap.org/?mlat=18.521921&mlon=73.859575#map=18/18.521921/73.859575,0,133.21347842406135,771.1318835167797,7.205395212956967,0
Rukhmini Clinic,18.5017833,73.8120633,clinic,https://www.openstreetmap.org/?mlat=18.5017833&mlon=73.8120633#map=18/18.5017833/73.8120633,1,99.36398539804127,896.1726133843233,2.4716206948924846,0
Nadkarni Clinic,18.502818,73.828831,clinic,https://www.openstreetmap.org/?mlat=18.502818&mlon=73.828831#map=18/18.502818/73.828831,1,214.13993727633698,780.1155662769102,8.9741222137997,0
Anandi PolyClinic,18.4630743,73.8661551,clinic,https://www.openstreetmap.org/?mlat=18.4630743&mlon=73.8661551#map=18/18.4630743/73.8661551,1,29.48583365222617,551.3453088439819,7.717896461655514,0
Nirmal Clinic,18.5152266,73.8492849,clinic,https://www.openstreetmap.org/?mlat=18.5152266&mlon=73.8492849#map=18/18.5152266/73.8492849,0,36.927174183726855,587.7811476555692,6.8008675430084145,0
Mansanjeevani Clinic,18.50551,73.825311,clinic,https://www.openstreetmap.org/?mlat=18.50551&mlon=73.825311#map=18/18.50551/73.825311,1,208.6677878730296,837.4598431628572,9.527370076124999,0
Dr. Shriram Athavale Clinic,18.5098783,73.862231,clinic,https://www.openstreetmap.org/?mlat=18.5098783&mlon=73.862231#map=18/18.5098783/73.862231,1,268.5786153103068,888.682459367829,6.793009283097788,0
Dr. Dilip Shah Clinic,18.5188008,73.859382,clinic,https://www.openstreetmap.org/?mlat=18.5188008&mlon=73.859382#map=18/18.5188008/73.859382,0,143.68247289301513,547.553158476674,2.0417894907064493,0
Borawake Clinic,18.5232019,73.8480644,clinic,https://www.openstreetmap.org/?mlat=18.5232019&mlon=73.8480644#map=18/18.5232019/73.8480644,0,258.52584088843594,694.4263106295599,8.201158736943931,0
Ameya Clinic,18.4762628,73.8625938,clinic,https://www.openstreetmap.org/?mlat=18.4762628&mlon=73.8625938#map=18/18.4762628/73.8625938,1,242.3579258796921,789.506978526731,9.541307506846037,0
Shrutij Panchkarm Clinic,18.5162662,73.8515172,clinic,https://www.openstreetmap.org/?mlat=18.5162662&mlon=73.8515172#map=18/18.5162662/73.8515172,0,78.11482797367287,749.0322071523101,7.554599699961192,0
Patil Clinic,18.5196001,73.8498691,clinic,https://www.openstreetmap.org/?mlat=18.5196001&mlon=73.8498691#map=18/18.5196001/73.8498691,0,38.14638378899395,691.4987450533681,8.714445183645829,0
Dr. Shirish Hiremath - Cardiologist,18.5281508,73.8413978,clinic,https://www.openstreetmap.org/?mlat=18.5281508&mlon=73.8413978#map=18/18.5281508/73.8413978,0,33.11604148016236,797.2909806395979,2.7839795476046625,0
PAI RAITURKAR IVF CLINIC,18.5139572,73.8346569,clinic,https://www.openstreetmap.org/?mlat=18.5139572&mlon=73.8346569#map=18/18.5139572/73.8346569,0,186.49372755915132,739.7972983703036,4.835519146683806,0
IMMUNOLOGY & RHEUMATOLOGY CLINIC,18.4959085,73.8886641,clinic,https://www.openstreetmap.org/?mlat=18.4959085&mlon=73.8886641#map=18/18.4959085/73.8886641,1,80.04280699794093,526.5251491769975,5.703998213098329,0
Pain Management Clinic,18.516483,73.8517463,clinic,https://www.openstreetmap.org/?mlat=18.516483&mlon=73.8517463#map=18/18.516483/73.8517463,0,14.854636346130611,719.3100217638381,5.342336903935294,0
Dr Barve's The Bone and Joint Clinic,18.5109806,73.8363554,clinic,https://www.openstreetmap.org/?mlat=18.5109806&mlon=73.8363554#map=18/18.5109806/73.8363554,0,136.97522830682635,872.465011170941,6.955660606186549,0
Anvi ENT & Thyroid Clinic,18.4839829,73.871629,clinic,https://www.openstreetmap.org/?mlat=18.4839829&mlon=73.871629#map=18/18.4839829/73.871629,1,147.15143815121823,771.4668680455579,6.588030206495221,0
Panacea Clinic,18.5037668,73.8199793,clinic,https://www.openstreetmap.org/?mlat=18.5037668&mlon=73.8199793#map=18/18.5037668/73.8199793,1,41.39382250343245,635.441435984622,9.69139171556057,0
SHUBHANAND CLINIC,18.5048298,73.8318954,clinic,https://www.openstreetmap.org/?mlat=18.5048298&mlon=73.8318954#map=18/18.5048298/73.8318954,1,280.37175706284387,567.8809086209585,3.074247591614011,0
JEEVAN SPARSH EYE HOSPITAL,18.4790903,73.8731524,clinic,https://www.openstreetmap.org/?mlat=18.4790903&mlon=73.8731524#map=18/18.4790903/73.8731524,1,283.51655612369336,548.1195471438879,3.3779482170748274,0
Purunanda Surgical and Eye Clinic,18.4830166,73.889328,clinic,https://www.openstreetmap.org/?mlat=18.4830166&mlon=73.889328#map=18/18.4830166/73.889328,1,156.24622361294564,608.9283516861146,0.6515426409413738,1
"Robotic, Laparoscopic Uro-Surgeon",18.5350826,73.8795819,clinic,https://www.openstreetmap.org/?mlat=18.5350826&mlon=73.8795819#map=18/18.5350826/73.8795819,0,179.73216650381397,800.8077267979027,6.824943979617726,0
Dr Bhupeshkumar Kaware,18.5113271,73.8765134,clinic,https://www.openstreetmap.org/?mlat=18.5113271&mlon=73.8765134#map=18/18.5113271/73.8765134,0,229.1464940692892,735.4634254718857,2.6085161180028047,0
"Diabetologist Endocrinologist In Pune - Dr Milind Patil SHRI SWAMI DIABETES,& ENDOCRINE CENTER",18.5180162,73.8793029,clinic,https://www.openstreetmap.org/?mlat=18.5180162&mlon=73.8793029#map=18/18.5180162/73.8793029,0,5.524925367374511,686.9740939183881,3.954083943700838,0
Innoveda Dr Mehta,18.5057324,73.8501866,clinic,https://www.openstreetmap.org/?mlat=18.5057324&mlon=73.8501866#map=18/18.5057324/73.8501866,1,221.40270035012853,641.5994256901243,1.0194587199818728,1
DR. AMEET DRAVID,18.5184524,73.8331134,clinic,https://www.openstreetmap.org/?mlat=18.5184524&mlon=73.8331134#map=18/18.5184524/73.8331134,0,293.99519748158826,572.7753419137695,6.484072152882593,0
Dr Jain's Dental Care,18.5428164,73.8386646,clinic,https://www.openstreetmap.org/?mlat=18.5428164&mlon=73.8386646#map=18/18.5428164/73.8386646,0,59.46351029113568,882.311680267273,9.878837473191759,0
Dr. Prashant Khandelwal’s Brain & Spine Clinic,18.5386996,73.8798219,clinic,https://www.openstreetmap.org/?mlat=18.5386996&mlon=73.8798219#map=18/18.5386996/73.8798219,0,296.7536679434071,580.4195014466187,1.5097911544286535,1
Dr Ashraf Khan Orthopaedic Joint Care Clinic,18.4842813,73.8897937,clinic,https://www.openstreetmap.org/?mlat=18.4842813&mlon=73.8897937#map=18/18.4842813/73.8897937,1,285.39375135281455,655.1892867907907,5.268580063741489,0
